@RELATION Pampa_Data

@ATTRIBUTE LOGPcons NUMERIC
@ATTRIBUTE MACCSFP125 NUMERIC
@ATTRIBUTE PCR NUMERIC
@ATTRIBUTE Psi_e_A NUMERIC
@ATTRIBUTE P_VSA_ppp_D NUMERIC
@ATTRIBUTE Mp NUMERIC
@ATTRIBUTE SpMin1_Bh(p) NUMERIC
@ATTRIBUTE Actividad {Act-1,Act1}

@DATA
1.8781,1,1.3076,7.873,50.9079,0.6832,2.0375,Act1
1.239,0,1.2516,7.9365,50.9079,0.6673,2.0295,Act1
3.2768,1,1.4123,8.0171,36.0215,0.7077,2.0336,Act1
3.4129,1,1.379,7.7123,50.9079,0.7134,2.1346,Act1
3.3979,1,1.4022,7.6131,78.7048,0.6643,2.0457,Act1
2.4877,1,1.4052,8.0288,77.0991,0.7084,2.0515,Act1
1.7191,1,1.4032,7.8551,51.4593,0.6655,2.008,Act1
2.8729,1,1.4239,8.0655,34.4157,0.731,2.0613,Act-1
4.0947,1,1.5621,7.8205,18.0108,0.7069,2.1386,Act1
2.4791,1,1.3436,7.9924,35.899,0.6664,2.0719,Act1
2.2574,1,1.4082,7.9328,18.0108,0.6769,2.0747,Act-1
5.0787,1,1.2803,7.3431,18.0108,0.6219,2.1444,Act1
3.9725,1,1.3096,7.4,18.0108,0.6209,2.1289,Act-1
2.7044,0,1.2234,7.441,32.8972,0.6287,2.0524,Act1
2.6913,1,1.3094,8.0255,42.6833,0.666,2.112,Act1
2.5608,1,1.2976,7.9551,85.3667,0.6596,2.1074,Act1
4.6238,1,1.5971,7.8833,16.7855,0.7074,2.0312,Act1
2.5897,1,1.4437,7.9333,60.6941,0.6951,2.0129,Act1
4.4561,1,1.5631,7.6709,18.0108,0.7294,2.1379,Act1
4.0947,1,1.5631,7.8205,18.0108,0.7069,2.1386,Act1
3.0656,1,1.5627,7.8917,34.4157,0.7014,2.1395,Act1
2.3864,1,1.3706,7.6985,0.0,0.6522,2.1011,Act1
2.7738,1,1.3038,7.6111,42.6833,0.6669,2.1373,Act1
4.2466,1,1.568,8.0185,18.0108,0.7054,2.1389,Act1
4.5099,1,1.5602,8.023,18.0108,0.6919,2.1391,Act1
2.8422,1,1.4922,8.0333,42.6833,0.6978,2.1279,Act-1
3.0384,1,1.4851,7.8889,0.0,0.688,2.1279,Act1
15.0778,0,1.6792,7.4709,0.0,0.6214,2.0244,Act1
2.9318,0,1.1385,7.9167,42.6833,0.6054,2.0265,Act-1
2.4877,1,1.4087,8.0288,77.0991,0.7084,2.0515,Act1
2.4877,1,1.4109,8.0288,77.0991,0.7084,2.0517,Act1
3.4126,1,1.4119,7.6481,34.6738,0.6558,2.053,Act1
3.2566,1,1.5076,7.6765,0.0,0.6781,2.1481,Act1
3.3832,1,1.4752,7.6839,0.0,0.6853,2.0375,Act1
3.6542,1,1.4081,7.523,36.0215,0.6601,2.0466,Act1
2.2382,0,1.2302,7.9282,0.0,0.6637,2.0138,Act1
3.9736,1,1.47,7.5139,18.0108,0.6767,2.1278,Act1
3.4717,1,1.3767,7.6528,0.0,0.6469,2.1059,Act1
2.481,1,1.2872,8.0221,18.0108,0.6555,2.0342,Act1
4.234,1,1.4334,7.6975,59.4689,0.7136,2.0065,Act1
4.1092,1,1.4891,8.237,18.0108,0.6505,2.0399,Act1
3.784,1,1.3968,7.7452,34.7963,0.6743,2.0421,Act1
3.2731,1,1.4,7.6905,34.7963,0.6578,2.0424,Act1
2.1115,1,1.301,7.7821,32.8972,0.655,2.025,Act1
1.3541,1,1.3538,7.8651,65.7944,0.6337,2.0494,Act1
2.3341,1,1.431,8.0,60.6941,0.6629,2.0121,Act1
4.9603,1,1.5546,8.023,18.0108,0.6919,2.1389,Act1
3.1433,1,1.5472,7.987,34.4157,0.7293,2.0528,Act1
2.1509,1,1.3114,7.9167,128.05,0.6373,2.0203,Act-1
2.4638,1,1.4484,7.628,36.0215,0.69,2.0849,Act-1
3.666,1,1.2841,8.251,18.0108,0.6865,2.0502,Act1
3.8056,1,1.2881,7.6956,18.0108,0.7193,2.0475,Act1
4.4576,1,1.2794,8.6344,18.0108,0.6605,2.0742,Act1
3.6189,1,1.2867,8.1759,18.0108,0.6694,2.0655,Act1
3.6189,1,1.2984,8.1759,18.0108,0.6694,2.0676,Act-1
1.9852,0,1.2373,8.0637,0.0,0.6692,2.011,Act-1
1.1411,1,1.4011,7.8611,34.7963,0.6887,1.9746,Act1
3.9557,1,1.2373,7.6398,18.0108,0.6476,2.0697,Act1
2.908,1,1.2995,7.8167,18.0108,0.6566,2.0554,Act1
3.1779,1,1.4805,7.619,16.663,0.6824,2.0277,Act1
3.2107,1,1.4409,7.9533,42.6833,0.6755,2.023,Act-1
1.7729,1,1.342,7.9286,68.9187,0.6653,2.0856,Act1
2.3775,1,1.3087,7.7273,32.8972,0.6748,2.0239,Act1
4.7914,1,1.4771,7.8981,60.6941,0.7156,2.0869,Act1
2.9948,1,1.4712,7.6232,0.0,0.7271,2.0281,Act1
3.4864,1,1.3768,7.7133,18.0108,0.6853,2.0961,Act1
4.1374,1,1.2722,8.3194,18.0108,0.6728,2.0212,Act-1
2.1314,0,1.3245,7.7632,49.6827,0.6536,2.0905,Act1
5.4739,1,1.3976,7.6036,31.672,0.6759,2.0522,Act1
5.6978,1,1.4027,7.6111,74.3553,0.6792,2.0523,Act1
5.0942,1,1.4141,7.6471,74.3553,0.6885,2.0521,Act1
5.4404,1,1.3769,7.5405,31.672,0.6829,2.0532,Act1
2.8495,1,1.2847,7.8131,36.0215,0.6467,2.0851,Act1
3.8424,1,1.3294,7.5833,0.0,0.6926,2.0565,Act1
3.2394,1,1.2516,7.5133,0.0,0.6723,2.0541,Act1
2.2021,1,1.4782,7.7955,18.0108,0.689,2.114,Act1
1.9576,0,1.2613,7.8333,18.0108,0.6496,2.0634,Act1
2.908,1,1.3016,7.8167,18.0108,0.6566,2.0555,Act1
3.2386,1,1.3051,7.9828,18.0108,0.6635,2.0548,Act1
2.2444,0,1.206,7.78,18.0108,0.6434,2.028,Act1
3.2988,1,1.2945,7.95,18.0108,0.6592,2.0513,Act1
3.2988,1,1.2945,7.95,18.0108,0.6592,2.0513,Act1
2.2939,1,1.2942,7.8046,18.0108,0.6586,2.0474,Act1
3.073,1,1.2942,7.8046,36.0215,0.6586,2.0454,Act1
3.8889,0,1.187,7.5123,18.0108,0.6286,2.0739,Act1
2.1994,0,1.206,7.78,18.0108,0.6434,2.0281,Act1
3.2538,1,1.2945,7.95,18.0108,0.6592,2.051,Act1
3.368,1,1.4253,7.62,0.0,0.6691,2.0819,Act1
5.3485,1,1.4268,8.2328,18.0108,0.7018,2.0301,Act1
3.319,1,1.4536,7.7273,18.0108,0.6743,1.9986,Act1
5.0794,1,1.5154,7.7625,36.0215,0.7207,2.142,Act1
3.7094,1,1.2774,7.7949,18.0108,0.647,2.0662,Act1
1.4994,1,1.2676,7.9684,0.0,0.6667,2.079,Act1
3.1433,1,1.545,7.987,34.4157,0.7293,2.0527,Act1
2.7491,1,1.4751,8.0545,77.0991,0.6933,2.0623,Act1
2.5824,1,1.4405,7.7284,18.0108,0.6697,2.1378,Act1
0.7305,1,1.2972,8.1233,18.0108,0.6868,1.9992,Act1
2.3775,1,1.3114,7.7273,32.8972,0.6748,2.024,Act1
3.002,1,1.4296,7.7153,18.0108,0.677,2.0299,Act1
4.3016,1,1.3713,7.4349,0.0,0.6829,2.1046,Act-1
3.5127,1,1.3507,7.7885,36.0215,0.6789,2.1131,Act1
3.1431,1,1.4357,7.9856,77.0991,0.6774,2.0652,Act1
2.4877,1,1.4177,8.0288,77.0991,0.7084,2.0519,Act-1
2.2868,1,1.411,7.9519,67.3129,0.7048,2.0557,Act1
1.9964,1,1.4013,8.2006,77.0991,0.7179,2.0334,Act1
4.2972,1,1.4284,7.5784,42.6833,0.6785,2.1072,Act1
2.8012,1,1.415,7.88,78.7048,0.699,2.0419,Act1
3.5067,1,1.4128,7.8157,95.1098,0.6674,2.0859,Act-1
2.6449,1,1.4128,7.8359,95.1098,0.666,2.0795,Act1
2.7301,1,1.4381,8.0154,77.0991,0.6864,2.062,Act1
3.3452,1,1.5607,7.9274,77.0991,0.6988,2.1344,Act1
4.2538,1,1.5607,7.8952,77.0991,0.6998,2.1395,Act1
3.014,1,1.411,7.9904,77.0991,0.7095,2.0519,Act1
2.1934,1,1.4128,7.8662,95.1098,0.6645,2.0747,Act1
2.2797,1,1.4381,8.0154,77.0991,0.6864,2.0626,Act-1
2.1214,1,1.4381,8.0525,77.0991,0.6849,2.06,Act1
3.3481,1,1.5268,7.9917,77.0991,0.6945,2.0533,Act1
2.7515,1,1.4108,7.9167,34.4157,0.7005,2.0531,Act1
4.0692,1,1.2867,8.1759,18.0108,0.6694,2.0654,Act1
4.158,1,1.4822,8.5909,36.0215,0.6919,2.0616,Act-1
3.2546,1,1.4555,7.8678,36.0215,0.7389,2.0562,Act1
4.0752,1,1.4124,7.6911,34.7963,0.6962,2.039,Act1
2.0474,1,1.4544,7.9667,18.0108,0.6706,2.0791,Act1
2.3775,1,1.3196,7.7273,32.8972,0.6748,2.024,Act1
5.2421,1,1.6495,7.5469,18.0108,0.7098,2.139,Act-1
3.9638,1,1.331,7.3939,18.0108,0.6487,2.0723,Act1
2.928,1,1.418,7.9033,34.4157,0.7144,2.0519,Act1
3.368,1,1.4353,7.62,0.0,0.6691,2.0823,Act1
3.9013,1,1.4034,7.649,0.0,0.6656,2.1523,Act1
3.9715,1,1.4059,7.5323,18.0108,0.6546,2.131,Act1
3.7967,1,1.2877,7.7656,0.0,0.6611,2.0744,Act1
3.5268,1,1.4123,7.8556,18.0108,0.6678,2.0721,Act1
3.8869,1,1.4173,7.7259,18.0108,0.6855,2.0699,Act1
1.1335,1,1.5251,8.2125,248.213,0.6386,2.0449,Act1
3.1433,1,1.5539,7.987,34.4157,0.7293,2.0533,Act1
4.911,1,1.4024,7.6667,60.6941,0.6563,2.0661,Act1
2.3548,1,1.3859,7.8542,36.0215,0.6688,2.047,Act1
2.9089,1,1.4826,7.8462,18.0108,0.6928,2.0593,Act1
3.2409,1,1.4835,8.04,18.0108,0.7061,2.0593,Act1
3.0871,1,1.4867,7.8264,18.0108,0.7078,2.0593,Act1
2.9564,1,1.4568,7.8333,18.0108,0.7375,2.0589,Act1
2.635,1,1.3864,7.8142,52.6845,0.6918,2.0708,Act1
4.037,1,1.3262,7.6467,0.0,0.6644,2.0894,Act1
3.9605,1,1.5112,7.9617,36.0215,0.682,2.1227,Act1
1.7373,0,1.2241,7.7889,18.0108,0.6355,2.0649,Act1
4.4979,1,1.599,8.1902,77.0991,0.6917,2.1558,Act1
3.0751,1,1.6252,7.5897,16.663,0.7144,2.13,Act-1
1.8049,1,1.4087,7.7778,16.663,0.6858,2.0441,Act1
5.2091,1,1.561,8.0635,18.0108,0.7263,2.1368,Act1
2.8155,0,1.2751,8.1957,85.3667,0.6358,2.0315,Act1
3.6109,1,1.4771,7.9952,34.4157,0.6786,2.153,Act-1
1.5897,1,1.2435,7.6012,102.1522,0.6291,2.1332,Act-1
-0.6656,0,1.2161,7.9943,18.0108,0.6443,2.0761,Act-1
1.6378,0,1.2337,8.0741,60.6941,0.6405,2.0989,Act1
-1.1252,0,1.1835,8.529,213.4167,0.62,2.0911,Act-1
0.0137,0,1.1042,8.033,213.4167,0.5927,2.0562,Act-1
0.8977,1,1.3218,7.7429,50.9079,0.6425,2.0566,Act1
1.5177,0,1.1998,7.5521,0.0,0.6355,2.0699,Act1
2.0811,1,1.4034,7.9688,0.0,0.7026,2.0521,Act-1
9.024,0,1.1626,7.4489,42.6833,0.6265,2.1043,Act-1
1.3223,0,1.2375,7.7667,0.0,0.6221,2.0438,Act1
0.7936,1,1.2195,7.9603,128.05,0.6364,2.1059,Act1
0.4785,1,1.2273,8.1226,159.6304,0.6443,2.1056,Act1
1.9297,1,1.2549,7.9094,128.05,0.6633,2.1057,Act1
2.2987,1,1.3125,7.7738,18.0108,0.6283,2.0355,Act1
4.9611,1,1.4755,7.8923,34.4157,0.6731,2.0648,Act1
2.5524,1,1.2386,7.8062,0.0,0.6155,2.0112,Act1
5.0258,0,1.4962,7.8264,42.6833,0.6452,2.0553,Act1
1.8747,1,1.3625,7.8083,65.7944,0.6385,2.0578,Act-1
1.8425,1,1.3501,7.7549,0.0,0.6367,2.0057,Act1
2.1846,1,1.3166,7.8267,103.3774,0.6386,2.0981,Act-1
1.5748,1,1.3888,8.1905,213.4167,0.6653,2.0945,Act-1
1.517,1,1.3795,8.3986,170.7334,0.6786,2.0634,Act-1
1.3541,1,1.3538,7.8651,65.7944,0.6337,2.0494,Act-1
3.5184,0,1.2288,7.7955,60.6941,0.6177,2.0158,Act1
2.7065,1,1.253,7.9201,50.9079,0.6441,2.0604,Act-1
1.4332,1,1.4056,7.7333,32.8972,0.6629,2.0948,Act-1
3.5304,1,1.602,7.8482,34.4157,0.7047,2.1965,Act1
0.3737,1,1.3769,7.5263,18.0108,0.6269,2.1297,Act-1
2.1756,1,1.3769,7.5789,50.9079,0.6331,2.1293,Act-1
3.8163,1,1.4281,7.7191,18.0108,0.677,2.1339,Act1
2.497,1,1.4622,7.7654,83.8051,0.6449,2.1407,Act-1
1.2334,1,1.3529,8.2149,49.3022,0.68,2.046,Act-1
2.3249,1,1.2902,7.9462,78.7048,0.6367,2.0058,Act1
1.6075,0,1.2506,7.7917,0.0,0.6222,1.9878,Act1
3.3847,1,1.3827,7.4345,16.7855,0.646,2.0679,Act1
0.9255,1,1.3035,7.7321,49.6827,0.6267,2.1781,Act-1
3.0646,1,1.3142,7.725,42.6833,0.6352,2.1106,Act-1
1.8905,0,1.3308,7.8966,18.0108,0.6457,2.0251,Act-1
4.0289,1,1.3542,8.2079,85.3667,0.6706,2.1038,Act-1
1.8454,0,1.1701,7.5144,0.0,0.6539,2.0852,Act1
3.2433,1,1.4554,7.6577,0.0,0.6238,2.1671,Act-1
2.9548,0,1.1817,7.5797,0.0,0.6253,2.1287,Act1
3.3947,0,1.1632,7.6111,32.8972,0.6108,2.1334,Act1
2.1829,1,1.268,7.6954,0.0,0.6463,2.1209,Act-1
1.9284,1,1.2738,7.5298,3.1243,0.645,2.1229,Act-1
2.9548,0,1.1817,7.5797,0.0,0.6253,2.1287,Act1
3.0553,1,1.2792,7.598,0.0,0.6318,2.123,Act1
3.736,1,1.4524,7.6,85.3667,0.658,2.1638,Act1
1.4249,1,1.3228,7.7857,50.9079,0.6222,2.1278,Act-1
1.7111,1,1.3783,7.8155,32.8972,0.6518,2.135,Act-1
2.7288,1,1.4632,7.9704,68.9187,0.6896,2.1279,Act-1
2.6872,1,1.444,8.1319,60.6941,0.6675,2.0269,Act-1
1.8037,0,1.3375,8.2308,42.6833,0.6596,2.0003,Act-1
3.3705,0,1.299,7.7963,0.0,0.631,2.0027,Act1
-1.2715,1,1.2442,8.314,341.4667,0.6203,2.0801,Act-1
3.08,1,1.302,7.7931,0.0,0.6657,2.0071,Act1
2.9211,1,1.3747,8.0196,42.6833,0.6873,2.0392,Act-1
4.2526,1,1.3251,7.8587,0.0,0.6609,2.0569,Act1
1.366,0,1.2255,8.0417,0.0,0.653,2.0028,Act-1
2.4794,1,1.3325,7.8333,36.0215,0.6917,2.0294,Act-1
4.0852,1,1.3304,7.5641,18.0108,0.6448,2.0714,Act1
2.48,1,1.3176,7.75,18.0108,0.634,2.0336,Act-1
6.0542,1,1.2617,7.3405,18.0108,0.6524,2.149,Act-1
0.6524,0,1.1718,7.5042,45.8077,0.6082,2.1027,Act-1
5.413,1,1.4014,7.6461,0.0,0.6999,2.0623,Act1
2.873,0,1.1718,7.5208,42.6833,0.613,2.084,Act-1
1.9371,1,1.3174,7.96,121.3882,0.6368,2.0431,Act1
3.5895,0,1.1939,7.8633,42.6833,0.6392,2.0855,Act1
2.8304,1,1.3646,7.9649,0.0,0.7075,2.0031,Act1
1.909,1,1.3371,8.2348,128.05,0.6682,2.0744,Act-1
3.3917,0,1.2875,7.6071,0.0,0.8383,1.9813,Act1
3.1476,1,1.4592,8.5525,31.2914,0.6871,2.0614,Act1
6.154,1,1.4056,7.5672,42.6833,0.6784,2.1944,Act-1
2.3547,0,1.205,7.6417,18.0108,0.6337,2.0174,Act1
2.1802,1,1.401,8.1349,85.3667,0.6921,2.0663,Act-1
2.2394,1,1.342,8.0374,34.1707,0.7017,2.1039,Act-1
3.2107,1,1.4409,7.9533,42.6833,0.6755,2.023,Act1
0.8594,1,1.302,7.7816,3.1243,0.6606,2.038,Act-1
1.8888,1,1.3033,7.9196,121.3882,0.6374,2.0666,Act-1
3.0362,1,1.3878,7.6468,0.0,0.6267,2.1666,Act-1
3.269,1,1.4738,7.6533,0.0,0.6617,2.1376,Act1
2.7268,1,1.2976,7.6867,60.6941,0.6293,2.0248,Act1
3.6758,1,1.3047,8.0463,36.0215,0.6719,2.047,Act-1
3.4339,1,1.3047,8.0311,52.4265,0.6671,2.0591,Act-1
3.468,1,1.3764,7.9603,125.2632,0.6587,2.0706,Act1
0.5526,1,1.3113,7.4841,3.1243,0.6326,2.0639,Act-1
2.7732,1,1.3113,7.5,0.0,0.6383,2.0473,Act1
4.657,1,1.2891,7.8137,0.0,0.6511,2.0968,Act-1
1.0488,0,1.2003,7.5614,18.0108,0.6095,2.0526,Act-1
2.3595,1,1.379,7.8317,78.7048,0.6646,2.0422,Act-1
1.8728,1,1.3515,7.8571,78.7048,0.6473,2.0577,Act1
2.4937,1,1.3759,7.8873,32.8972,0.6688,2.0811,Act1
3.4488,1,1.4505,7.9774,67.6935,0.6871,2.0542,Act1
1.287,1,1.3501,8.2149,49.3022,0.68,2.0459,Act1
2.2206,1,1.4378,7.7731,16.7855,0.6772,2.0223,Act-1
1.4306,1,1.3582,7.7843,34.7963,0.6439,2.0237,Act-1
3.4553,1,1.3666,7.7014,0.0,0.6663,2.0864,Act-1
3.3975,1,1.3029,8.009,34.4157,0.6545,2.1023,Act1
3.1476,1,1.4329,8.1044,0.0,0.7098,2.0515,Act-1
3.8184,1,1.4329,8.0644,42.6833,0.7018,2.0515,Act1
3.5226,1,1.416,8.182,42.6833,0.6903,2.0516,Act-1
1.3436,0,1.165,7.2292,3.1243,0.63,2.2068,Act-1
0.5479,0,1.2485,8.1278,16.2825,0.6604,2.0883,Act-1
1.8354,1,1.3424,7.3986,3.1243,0.664,2.0794,Act1
2.4676,1,1.2934,7.7611,0.0,0.6521,2.0875,Act-1
0.6182,0,1.2307,8.337,0.0,0.6458,2.1096,Act-1
0.6416,0,1.2996,8.1912,16.2825,0.665,2.0825,Act-1
3.8333,1,1.3578,7.8237,34.4157,0.6616,2.128,Act-1
2.2018,1,1.4,8.0392,0.0,0.6771,2.1358,Act1
2.2018,1,1.4,8.0392,0.0,0.6771,2.1358,Act-1
3.0703,1,1.4,7.7255,0.0,0.6667,2.1347,Act-1
2.6473,1,1.4473,7.4792,0.0,0.6484,2.1714,Act-1
3.0001,1,1.4405,7.56,0.0,0.6813,2.2062,Act1
2.4351,1,1.3962,7.7407,18.0108,0.6573,2.1381,Act-1
1.8318,1,1.4378,7.7523,33.5711,0.6705,2.0777,Act-1
1.4074,1,1.4198,8.0513,0.0,0.7075,1.9951,Act-1
2.7489,1,1.3,7.8188,60.6941,0.6466,2.0326,Act-1
0.3306,0,1.1793,7.5307,45.8077,0.6096,2.1075,Act-1
4.5624,1,1.3141,7.5725,0.0,0.6842,2.0793,Act1
1.2336,1,1.2813,7.5119,21.1351,0.6415,2.1171,Act-1
5.3718,1,1.4208,8.2256,42.6833,0.6558,2.122,Act1
0.5139,0,1.1807,8.2147,18.0108,0.6635,2.034,Act-1
0.0626,1,1.268,8.1576,213.4167,0.634,2.1417,Act-1
0.4557,1,1.293,8.2346,203.6306,0.6449,2.1413,Act-1
0.693,0,1.2403,8.3611,0.0,0.6557,2.1084,Act-1
0.711,0,1.3149,8.2056,16.2825,0.6827,2.0805,Act-1
1.4074,1,1.4234,8.0513,0.0,0.7075,1.9957,Act-1
1.4074,1,1.4234,8.0513,0.0,0.7075,1.9954,Act-1
-0.389,1,1.3137,7.8241,34.4157,0.6492,2.1207,Act-1
3.3414,1,1.4203,7.5575,42.6833,0.6539,2.1256,Act-1
2.3998,1,1.3067,7.6667,50.9079,0.6405,2.075,Act-1
2.492,1,1.3137,7.7438,16.405,0.6512,2.0763,Act-1
1.3806,0,1.2049,7.744,18.0108,0.6233,2.0692,Act-1
1.3978,0,1.2846,8.037,42.6833,0.6444,1.9738,Act1
3.7707,1,1.4323,7.9402,59.0883,0.6697,2.0777,Act1
0.5771,0,1.2359,8.119,85.3667,0.6124,1.9884,Act-1
0.4856,0,1.2289,8.2549,75.5805,0.6128,1.9891,Act-1
1.1751,1,1.5295,7.6333,77.4796,0.6552,2.0501,Act-1
3.198,1,1.5236,7.7581,102.2745,0.6565,2.045,Act-1
3.1554,1,1.5295,7.65,77.4796,0.6601,2.0449,Act1
1.9961,1,1.4304,8.2585,16.7855,0.6753,2.0138,Act1
2.8538,1,1.4199,7.6481,16.7855,0.6899,2.01,Act-1
0.6417,1,1.3501,8.2149,49.3022,0.68,2.0448,Act-1
1.2362,0,1.258,7.809,36.0215,0.6567,1.9725,Act-1
-1.1993,1,1.3052,8.2381,160.9472,0.6141,2.0125,Act-1
6.6435,1,1.5213,7.5495,42.6833,0.7014,2.164,Act-1
0.7886,1,1.3613,8.2149,49.3022,0.68,2.0461,Act-1
1.0751,1,1.349,8.2024,49.3022,0.6656,2.0474,Act-1
-0.4001,0,1.1652,8.256,93.5913,0.6804,2.0506,Act-1
0.8708,0,1.1487,8.1757,50.9079,0.653,2.0527,Act-1
-0.4001,0,1.1652,8.256,93.5913,0.6804,2.0506,Act-1
3.2385,1,1.3711,8.096,85.3667,0.633,2.1017,Act-1
1.6744,0,1.1974,7.6842,60.6941,0.6024,2.0164,Act-1
1.6426,0,1.1738,7.7178,50.9079,0.6348,2.0534,Act1
2.8762,0,1.1587,7.8355,126.4885,0.5954,2.0581,Act-1
2.6062,1,1.426,7.6207,18.0108,0.673,2.0908,Act1
5.5135,1,1.4082,7.5714,31.672,0.6836,2.0522,Act1
5.619,1,1.4126,7.5404,31.672,0.6924,2.0508,Act1
5.856,1,1.4075,7.5245,31.672,0.6873,2.0475,Act1
4.0294,1,1.395,7.5741,31.672,0.6802,2.028,Act1
2.3061,1,1.3526,7.6207,34.7963,0.6521,2.0409,Act1
1.8543,1,1.3135,7.9195,36.0215,0.6881,2.0587,Act1
2.5452,1,1.4636,7.9524,18.0108,0.667,2.0323,Act1
2.1549,1,1.3309,7.7143,60.6941,0.653,2.0471,Act1
4.8945,1,1.5778,7.9341,54.0323,0.71,2.022,Act1
1.4371,1,1.3419,8.1151,0.0,0.6763,2.0214,Act-1
-0.5813,0,1.177,8.2238,167.9466,0.6736,2.0536,Act-1
1.1343,0,1.0298,8.8102,42.6833,0.7321,1.7371,Act-1
1.4668,0,1.1046,8.6086,0.0,0.7235,1.6901,Act-1
3.1481,0,1.233,7.7378,0.0,0.7236,1.9676,Act1
1.8221,0,1.2371,8.1038,0.0,0.7538,1.9586,Act1
2.3194,1,1.4928,7.9391,18.0108,0.7036,2.1096,Act1
1.9841,1,1.3279,8.0174,32.8972,0.6923,2.035,Act1
1.9841,1,1.3332,8.0174,32.8972,0.6923,2.0354,Act1
1.9841,1,1.3487,8.0174,32.8972,0.6923,2.037,Act1
1.8497,1,1.3572,8.1272,18.0108,0.7251,2.0202,Act1
4.486,1,1.6097,8.0053,0.0,0.7494,2.0494,Act1
1.5568,0,1.2314,8.6971,60.6941,0.6919,2.0517,Act-1
0.6174,0,1.2314,8.6019,103.3774,0.687,2.0515,Act-1
1.6229,1,1.4784,8.0038,16.405,0.7037,2.0643,Act1
2.6874,1,1.4017,8.4325,16.405,0.689,2.0979,Act-1
1.4485,0,1.1643,7.7212,19.5293,0.6549,2.1226,Act-1
3.3125,1,1.3205,8.3548,16.405,0.6624,2.0816,Act-1
-2.0998,0,1.0799,9.1563,85.3667,0.6087,1.9351,Act-1
-0.3566,0,1.0936,8.8452,0.0,0.6197,1.9323,Act-1
-0.8225,0,1.0744,8.5784,18.0108,0.6078,1.9478,Act-1
5.667,1,1.616,7.8285,0.0,0.7645,2.0726,Act1
5.7667,1,1.6148,7.7816,0.0,0.7752,2.0718,Act1
5.0614,1,1.2627,7.4063,18.0108,0.6531,2.0918,Act1
5.1679,1,1.5304,8.2057,67.5709,0.6984,2.0157,Act1
0.0359,1,1.2083,8.2292,190.3069,0.6437,2.0298,Act-1
-2.0505,1,1.2714,8.3344,333.1179,0.6505,2.0374,Act-1
1.6799,1,1.2634,8.8024,251.9048,0.6958,2.0049,Act1
2.5406,0,1.0,10.2778,0.0,0.7884,1.6408,Act-1
5.9667,0,1.0,11.2212,0.0,0.5824,1.9674,Act-1
4.5235,0,1.0,11.475,0.0,0.5227,1.9462,Act-1
3.9636,0,1.0,11.5147,0.0,0.5187,1.9241,Act1
2.2178,0,1.0,10.6528,0.0,0.5871,1.7585,Act1
2.2621,0,1.0,10.6528,0.0,0.5871,1.7665,Act-1
2.5702,1,1.4284,8.2201,55.8816,0.6683,2.0135,Act-1
2.4536,0,1.2295,8.4107,60.6941,0.6418,2.1022,Act-1
1.3706,0,1.232,8.1026,42.6833,0.644,2.1284,Act-1
1.1609,0,1.232,8.1282,42.6833,0.6415,2.1239,Act-1
3.375,1,1.3957,8.7593,85.3667,0.6941,2.0574,Act-1
1.9572,0,1.2205,8.0064,42.6833,0.6559,2.0782,Act-1
1.4832,0,1.2398,8.1042,60.6941,0.6526,2.0935,Act-1
1.289,0,1.2508,8.2246,60.6941,0.6413,2.0936,Act-1
1.7983,0,1.2447,8.3467,60.6941,0.6388,2.1053,Act-1
1.6579,1,1.3056,8.2841,42.6833,0.6591,2.0489,Act-1
0.9699,0,1.1873,8.0903,18.0108,0.6278,2.0511,Act-1
1.3086,0,1.2508,8.1812,60.6941,0.6441,2.1017,Act-1
2.9108,1,1.3286,8.2241,42.6833,0.6689,2.1129,Act-1
2.5452,1,1.3336,8.2679,60.6941,0.6744,2.1113,Act-1
2.1999,0,1.2653,8.3421,42.6833,0.6734,2.1274,Act-1
3.3122,1,1.3497,7.7278,3.1243,0.6696,2.1251,Act-1
5.5328,1,1.3497,7.7389,0.0,0.6747,2.0926,Act1
3.6115,1,1.3229,7.816,0.0,0.6671,2.0445,Act-1
3.2818,1,1.2853,7.7292,18.0108,0.6573,2.0796,Act-1
1.3015,1,1.2853,7.7083,18.0108,0.6511,2.1135,Act-1
5.2234,1,1.483,7.5735,18.0108,0.6627,2.0728,Act-1
2.4218,0,1.2681,7.9583,36.0215,0.711,1.9696,Act-1
4.0505,1,1.3643,7.8122,0.0,0.8358,1.9474,Act1
3.4388,1,1.3699,7.7389,0.0,0.8072,1.9638,Act-1
1.0283,0,1.028,7.7464,75.5805,0.6313,2.1829,Act-1
0.9583,0,1.0298,7.7348,60.6941,0.6234,2.1785,Act-1
-1.5656,0,1.2414,9.5769,0.0,1.0752,1.5156,Act-1
3.8985,1,1.3647,8.2308,18.0108,0.7872,2.0471,Act1
2.6723,1,1.4269,7.6232,16.7855,0.6732,2.003,Act1
-2.74,0,1.234,9.2464,0.0,0.7179,1.8892,Act-1
0.9385,0,1.2297,8.1494,60.6941,0.6639,2.0773,Act1
1.3739,1,1.5099,7.886,16.663,0.7332,1.983,Act-1
0.4284,1,1.3205,8.4247,34.4157,0.6606,2.1231,Act-1
0.0839,0,1.2833,9.0688,121.3882,0.7083,2.0093,Act-1
2.1411,1,1.3733,7.9561,0.0,0.742,2.0085,Act-1
3.2907,1,1.4887,7.697,49.6827,0.6719,2.0754,Act1
1.5923,1,1.4443,8.619,0.0,0.7283,2.0886,Act-1
